Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator Cores,Rmax,Rpeak,Effeciency (%),Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
67,GPC,"iDataPlex, Xeon E55xx QC 2.53 GHz, GigE",SciNet/University of Toronto,IBM,Canada,2009,Research,30240,0,168600,306028.8,55.09,0,0,869,194.02,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),xSeries iDataPlex,IBM iDataPlex,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
68,Sierra,"Dell Xanadu 3 Cluster, Xeon X5660 2.8 Ghz, QLogic InfiniBand QDR",Lawrence Livermore National Laboratory,Dell,United States,2010,Research,21756,0,166700,243667,68.41,1973166,0,,,Cluster,Xeon X5660 6C 2.80GHz,Intel Nehalem,2800,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Dell Xanadu 3 Cluster,Dell Xanadu,Infiniband,Infiniband QDR,North America,Americas
69,,Cray XT5 QC 2.4 GHz,Government,Cray Inc.,United States,2009,Government,20960,0,165600,201216,82.3,0,0,,,MPP,Opteron Quad Core 4C 2.40GHz,AMD x86_64,2400,CNL,Linux,None,4,Opteron Quad Core,Cray XT5 QuadCore,Cray XT,Proprietary Network,XT4 Internal Interconnect,North America,Americas
70,,"iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR",Vestas Wind Systems A/S,IBM,Denmark,2011,Industry,15672,0,162098,183675.84,88.25,0,0,489.75,330.98,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,Northern Europe,Europe
71,,"SGI Altix ICE 8400EX, Xeon X56xx (Westmere-EP) 3.47 GHz, Infiniband QDR",NOAA Environmental Security Computer Center,SGI,United States,2011,Research,27648,0,161800,382648.32,42.28,0,0,,,MPP,Xeon X5690 6C 3.47GHz,Intel Nehalem,3470,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),SGI Altix ICE 8400EX,SGI Altix,Infiniband,Infiniband QDR,North America,Americas
72,,"SGI Altix ICE 8400EX Xeon X5570 4-core 2.93 GHz, Infiniband",University of Tokyo/Institute for Solid State Physics,SGI,Japan,2010,Academic,15360,0,161800,180019.2,89.88,2351496,0,719,225.03,MPP,Xeon X5570 4C 2.93GHz,Intel EM64T,2930,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),SGI Altix ICE 8400EX,SGI Altix,Infiniband,Infiniband QDR,Eastern Asia,Asia
73,Diamond,"SGI Altix ICR 8200 Enh. LX, Xeon X5560 2.8Ghz",ERDC DSRC,SGI,United States,2009,Research,15360,0,160200,172032,93.12,2280600,0,774,206.98,MPP,Xeon X5560 4C 2.80GHz,Intel EM64T,2800,SLES10 + SGI ProPack 5,Linux,None,4,Xeon X55xx (Nehalem-EP),SGI Altix ICE 8200 Enhanced LX,SGI Altix,Infiniband,Infiniband DDR,North America,Americas
74,,"Power 775, Power7 3.836 GHz",IBM Poughkeepsie Benchmarking Center,IBM,United States,2011,Vendor,6912,0,159600,212115,75.24,0,0,423.12,377.2,MPP,POWER7 8C 3.83GHz,Power,3830,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,North America,Americas
75,Tera-100 Hybrid,"Bullx B505, Xeon E56xx (Westmere-EP) 2.40 GHz, Infiniband QDR",Commissariat a l'Energie Atomique (CEA),Bull SA,France,2011,Research,7020,5460,154000,274560,56.09,536576,0,,,Cluster,Xeon E5620 4C 2.40GHz,Intel EM64T,2400,Linux,Linux,NVIDIA 2090,4,Xeon E56xx (Westmere-EP),Bullx B505,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
76,Garnet,Cray XE6 8-core 2.4 GHz,ERDC DSRC,Cray Inc.,United States,2010,Research,20176,0,153000,193689.6,78.99,0,0,,,MPP,Opteron 6136 8C 2.40GHz,AMD x86_64,2400,Linux,Linux,None,8,Opteron 8 Core,Cray XE6,Cray XE,Custom Interconnect,Custom,North America,Americas
77,VSC-2,"Megware Saxonid 6100, Opteron 8C 2.2 GHz, Infiniband QDR",Vienna Scientific Cluster,Megware,Austria,2011,Academic,20776,0,152900,182829,83.63,1994496,0,,,Cluster,Opteron 6132HE 8C 2.20GHz,AMD x86_64,2200,Linux,Linux,None,8,Opteron 8 Core,Saxonid 6100,Megware Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
78,MRI,"PowerEdge C6100 Cluster, Xeon X5660 2.8 Ghz, Infiniband",University of Colorado,Dell,United States,2010,Academic,15648,0,152200,175257.6,86.84,1757600,0,,,Cluster,Xeon X5660 6C 2.80GHz,Intel Nehalem,2800,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),PowerEdge C6100 Cluster,Dell PowerEdge Cluster,Infiniband,Infiniband QDR,North America,Americas
79,HPC,"PowerEdge 1950/SunFire X2200/IBM dx340/dx360/HP SL160/DL165, Xeon/Opteron 2.3-2.67GHz, Myrinet 10G",University of Southern California,Dell/Sun/IBM,United States,2011,Academic,20925,0,149900,196465,76.3,0,0,,,Cluster,Xeon E5410 4C 2.33GHz,Intel Core,2333,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",PowerEdge 1950/SunFire X2200/iDataPlex Cluster,Dell/Sun/IBM Cluster,Myrinet,Myrinet 10G,North America,Americas
80,Zeus,"Cray XE6, Opteron 6272 16C 2.10 GHz, Cray Gemini interconnect",Cray Inc.,Cray Inc.,United States,2011,Vendor,23104,0,146000,194073.6,75.23,0,0,,,MPP,Opteron 6272 16C 2.10GHz,AMD x86_64,2100,Linux,Linux,None,16,Opteron 6200 Series,Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,North America,Americas
81,,"Sunway 4000H Cluster, Xeon X56xx (Westmere-EP) 2.93 GHz, Infiniband QDR",Government,National Research Center of Parallel Computer Engineering & Technology,China,2011,Research,14280,0,145600,167362,87,1720320,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Sunway 4000H Cluster,Sunway Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
82,,"iDataPlex DX360M3, Xeon E5645 6C 2.40 GHz, Infiniband QDR, NVIDIA 2070",CINECA / SCS - SuperComputing Solution,IBM,Italy,2011,Research,10240,7168,142700,293171,48.67,0,0,160,891.88,Cluster,Xeon E5645 6C 2.40GHz,Intel EM64T,2400,Linux,Linux,NVIDIA 2070,6,Xeon E56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,Southern Europe,Europe
83,Guillimin,"iDataPlex DX360M3, Xeon 2.66, Infiniband",CLUMEQ - McGill University,IBM,Canada,2010,Academic,14400,0,136300,153216,88.96,1532160,0,337,404.45,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
84,Encanto,"SGI Altix ICE 8200, Xeon quad core 3.0 GHz",New Mexico Computing Applications Center (NMCAC),SGI,United States,2007,Research,14336,0,133200,172032,77.43,1800100,0,861,154.7,MPP,Xeon 53xx (Clovertown) 4C 3.00GHz,Intel Core,3000,SLES10 + SGI ProPack 5,Linux,None,4,"Xeon 5300-series ""Clovertown""",SGI Altix ICE 8200,SGI Altix,Infiniband,Infiniband,North America,Americas
85,EKA,"Cluster Platform 3000 BL460c, Xeon 53xx 3GHz, Infiniband","Computational Research Laboratories, TATA SONS",Hewlett-Packard,India,2008,Industry,14384,0,132800,172608,76.94,1850000,250000,786,168.96,Cluster,Xeon 53xx (Clovertown) 4C 3.00GHz,Intel Core,3000,Linux,Linux,None,4,"Xeon 5300-series ""Clovertown""",Cluster Platform 3000 BL460c,HP Cluster Platform 3000BL,Infiniband,Infiniband DDR,South-central Asia,Asia
86,Juno,"Appro XtremeServer 1143H, Opteron QC 2.2Ghz, Infiniband",Lawrence Livermore National Laboratory,Appro International,United States,2008,Research,18224,0,131600,162200,81.13,1854663,0,,,Cluster,Opteron Quad Core 4C 2.20GHz,AMD x86_64,2200,Redhat Linux,Linux,None,4,Opteron Quad Core,Appro XtremeServer 1143H,Appro XtremeServer,Infiniband,Infiniband,North America,Americas
87,,"HP ProLiant SL390s G7 Xeon 6C X5650, Infiniband",eni,Hewlett-Packard,Italy,2011,Industry,15360,0,131200,163430.4,80.28,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform SL390s G7,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,Southern Europe,Europe
88,Zeus,"Cluster Platform 3000 BL 2x220, Xeon X5650 6C 2.66 GHz, Infiniband",Cyfronet,Hewlett-Packard,Poland,2011,Academic,15264,0,128790,162408.96,79.3,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infiniband,Eastern Europe,Europe
89,Cerrillos,"BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Infiniband",DOE/NNSA/LANL,IBM,United States,2009,Research,14400,0,126500,161856,78.16,805759,0,276,458.33,Cluster,PowerXCell 8i 9C 3.20GHz,Power,3200,Linux,Linux,IBM PowerXCell 8i,9,PowerXCell 8i,BladeCenter QS22 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas
90,Jet,"Raytheon/Aspen Cluster, Xeon X5560/X5650 2.8/2.66 Ghz, QDR Infinband",NOAA/ESRL/GSD,Raytheon/Aspen Systems,United States,2010,Research,13732,0,126500,148116,85.41,1664080,257000,,,Cluster,Xeon X5550 4C 2.66GHz,Intel EM64T,2660,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),Raytheon/Aspen Systems Cluster,NOW - Intel,Infiniband,Infiniband QDR,North America,Americas
91,Vayu,"Sun Blade x6048, Xeon X5570 2.93 Ghz, Infiniband QDR",National Computational Infrastructure National Facility (NCI-NF),Oracle,Australia,2010,Academic,11936,0,126399.82,139889.92,90.36,0,0,,,Cluster,Xeon X5570 4C 2.93GHz,Intel EM64T,2930,CentOS,Linux,None,4,Xeon X55xx (Nehalem-EP),Sun Blade 6048,Sun Blade System,Infiniband,Infiniband,Australia and New Zealand,Oceania
92,,Cray XE6 12-core 2.1 GHz,University of Chicago,Cray Inc.,United States,2010,Academic,17856,0,125800,149990,83.87,0,0,677.4,185.71,MPP,Opteron 6172 12C 2.10GHz,AMD x86_64,2100,Linux,Linux,None,12,Opteron 12 Core,Cray XE6,Cray XE,Custom Interconnect,Custom,North America,Americas
93,Blackthorn,"Bullx B500 Cluster, Xeon X56xx 2.8Ghz, QDR Infiniband",Atomic Weapons Establishment,Bull SA,United Kingdom,2010,Classified,12936,0,124600,145152,85.84,2304960,0,,,Cluster,Xeon X5660 6C 2.80GHz,Intel Nehalem,2800,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Bullx B500 Cluster,Bull Bullx,Infiniband,Infiniband QDR,Northern Europe,Europe
94,Earth Simulator,SX-9/E/1280M160,Japan Agency for Marine -Earth Science and Technology,NEC,Japan,2009,Research,1280,0,122400,131072,93.38,1556480,0,,,MPP,NEC  3.20GHz,NEC,3200,Super-UX,BSD Based,None,1,NEC,SX-9/E,NEC Vector,Fat Tree,Fat Tree Network,Eastern Asia,Asia
95,,"Hitachi SR16000 Model M1/176, POWER7 8C 3.83 GHz, Custom","Information Initiative Center, Hokkaido University",Hitachi,Japan,2011,Research,5504,0,121600,168907,71.99,1400000,0,,,MPP,POWER7 8C 3.83GHz,Power,3830,AIX,Unix,None,8,POWER7,Hitachi SR16000 Model M1/176,Hitachi SR16000,Custom Interconnect,Custom,Eastern Asia,Asia
96,HokieSpeed,"SuperServer  2026GT-TRF, Xeon E5645 6C 2.40GHz, Infiniband QDR, NVIDIA 2050",Virginia Tech,Supermicro,United States,2011,Academic,8320,5824,120400,238201.6,50.55,355520,0,,,Cluster,Xeon E5620 4C 2.40GHz,Intel EM64T,2400,CentOS,Linux,NVIDIA 2050,4,Xeon E56xx (Westmere-EP),SuperServer 2026GT-TRF,Supermicro SuperServer,Infiniband,Infiniband QDR,North America,Americas
97,,Blue Gene/P Solution,IDRIS,IBM,France,2008,Academic,40960,0,119310,139264,85.67,0,0,315,378.76,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,Western Europe,Europe
98,,"Power 575, p6 4.7 GHz, Infiniband",DKRZ - Deutsches Klimarechenzentrum,IBM,Germany,2008,Research,8064,0,115900,151603.2,76.45,1128959,0,1288,89.98,MPP,POWER6 2C 4.70GHz,Power,4700,AIX,Unix,None,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,Western Europe,Europe
99,,"Power 575, p6 4.7 GHz, Infiniband",ECMWF,IBM,United Kingdom,2009,Research,8320,0,115900,156416,74.1,0,0,1329,87.21,MPP,POWER6 2C 4.70GHz,Power,4700,AIX,Unix,None,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,Northern Europe,Europe
100,,"Power 575, p6 4.7 GHz, Infiniband",ECMWF,IBM,United Kingdom,2008,Research,8320,0,115900,156416,74.1,0,0,1329,87.21,MPP,POWER6 2C 4.70GHz,Power,4700,AIX,Unix,None,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,Northern Europe,Europe
101,,"Fujitsu FX1, Quadcore  SPARC64 VII  2.52 GHz, Infiniband DDR",JAXA,Fujitsu,Japan,2009,Research,12032,0,110600,121282,91.19,3308800,0,1020,108.43,Cluster,SPARC64 VII 4C 2.50GHz,Sparc,2500,Open Solaris,Unix,None,4,SPARC64 VII,Fujitsu FX1,Fujitsu Cluster,Infiniband,Infiniband DDR,Eastern Asia,Asia
102,,"Bullx B505, Xeon E5640 2.67 GHz, Infiniband QDR",Tres Grand Centre de calcul du CEA,Bull SA,France,2011,Research,5040,3920,109900,198161.6,55.46,428646,0,,,Cluster,Xeon E5640 4C 2.67GHz,Intel EM64T,2670,Linux,Linux,NVIDIA 2090,4,Xeon E56xx (Westmere-EP),Bullx B505,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
103,,"SGI Altix ICE 8200 Enhanced LX, Xeon Nehalem quad core 2.8 GHz",US Army Research Laboratory (ARL),SGI,United States,2009,Research,10752,0,109300,120422.4,90.76,1908480,0,475,230.11,MPP,Xeon X5560 4C 2.80GHz,Intel EM64T,2800,SLES10 + SGI ProPack 5,Linux,None,4,Xeon X55xx (Nehalem-EP),SGI Altix ICE 8200EX,SGI Altix,Infiniband,Infiniband,North America,Americas
104,Endeavor,"Intel Cluster, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, FDR Infiniband",Intel,Intel,United States,2011,Industry,5712,0,109200,118810,91.91,1647576,0,176.4,619.05,Cluster,Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,Intel Cluster,Intel Cluster,Infiniband,FDR Infiniband,North America,Americas
105,Lattice,"DL170/SL390 , Xeon E5649 2.53GHz/L5520 4C 2.26GHz, Infiniband QDR, NVIDIA 2070",Compute Canada/WestGrid/University of Calgary,Hewlett-Packard,Canada,2011,Academic,13672,2520,108701,193514.08,56.17,0,0,,,Cluster,Xeon L5520 4C 2.26GHz,Intel EM64T,2260,Linux,Linux,NVIDIA 2070,4,Xeon L55xx (Nehalem-EP),DL170/SL390 ,HP Cluster Platform 3000,Infiniband,Infiniband QDR,North America,Americas
106,GENCI-CCRT-Titane,BULL Novascale R422-E2,Commissariat a l'Energie Atomique (CEA)/CCRT,Bull SA,France,2010,Research,11520,0,108500,129998,83.46,1714176,0,477,227.46,Cluster,Xeon X5570 4C 2.93GHz,Intel EM64T,2930,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),NovaScale R422-E2,Bull Cluster,Infiniband,Infiniband DDR,Western Europe,Europe
107,MVS-100K,"Cluster Platform 3000 BL460c/BL2x220, Xeon 54xx 3 Ghz, Infiniband",Joint Supercomputer Center,Hewlett-Packard,Russia,2009,Academic,11680,0,107448,140160,76.66,0,0,,,Cluster,Xeon X5450 4C 3.00GHz,Intel Core,3000,Linux,Linux,None,4,Xeon X54xx (Harpertown),Cluster Platform 3000 BL460c/BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infinband DDR 4x,Eastern Europe,Europe
108,,"SGI Altix ICE 8200EX, Xeon QC E5472 3.0 GHz/X5570 2.93 GHz",HLRN at Universitaet Hannover / RRZN,SGI,Germany,2009,Academic,10240,0,107100,120729.6,88.71,1535480,0,,,MPP,Xeon X5570 4C 2.93GHz,Intel EM64T,2930,SLES10 + SGI ProPack 5,Linux,None,4,Xeon X55xx (Nehalem-EP),SGI Altix ICE 8200EX,SGI Altix,Infiniband,Infiniband,Western Europe,Europe
109,,"SGI Altix ICE 8200EX, Xeon QC E5472 3.0 GHz/X5570 2.93 GHz",HLRN at ZIB/Konrad Zuse-Zentrum fuer Informationstechnik,SGI,Germany,2009,Academic,10240,0,107100,120729.6,88.71,1535480,0,,,MPP,Xeon X5570 4C 2.93GHz,Intel EM64T,2930,SLES10 + SGI ProPack 5,Linux,None,4,Xeon X55xx (Nehalem-EP),SGI Altix ICE 8200EX,SGI Altix,Infiniband,Infiniband,Western Europe,Europe
110,Bull Benchmarks SuperComputer I,"Bullx B510, Xeon E5 (Sandy Bridge - EP) 8C 2.70GHz, Infiniband QDR",Bull,Bull SA,France,2011,Vendor,5760,0,106998,124416,86,0,0,,,Cluster,Xeon E5 (Sandy Bridge - EP) 8C 2.70GHz,Intel SandyBridge,2700,bullx SUperCOmputer Suite A.E.2.1,Linux,None,8,Intel Xeon E5,Bullx B510,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
111,Keeneland,"HP ProLiant SL390s G7 Xeon 6C X5660 2.8Ghz, nVidia Fermi, Infiniband QDR",Georgia Institute of Technology,Hewlett-Packard,United States,2011,Research,6210,4830,106300,193848.6,54.84,472064,0,117.91,901.54,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2070,6,Xeon X56xx (Westmere-EP),Cluster Platform SL390s G7,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas
112,,"SGI Altix ICE 8200EX, Xeon quad core 3.0 GHz",Total Exploration Production,SGI,France,2008,Industry,10240,0,106100,122880,86.34,1535480,0,442,240.05,MPP,Xeon E5450 4C 3.00GHz,Intel Core,3000,SLES10 + SGI ProPack 5,Linux,None,4,"Xeon 5400-series ""Harpertown""",SGI Altix ICE 8200EX,SGI Altix,Infiniband,Infiniband,Western Europe,Europe
113,Muir,"Dell Xanadu 3 Cluster, Xeon X5660 2.8 Ghz, QLogic InfiniBand QDR",Lawrence Livermore National Laboratory,Dell,United States,2010,Research,15000,0,105900,168000,63.04,1476000,0,,,Cluster,Xeon X5660 6C 2.80GHz,Intel Nehalem,2800,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Dell Xanadu 3 Cluster,Dell Xanadu,Infiniband,Infiniband QDR,North America,Americas
114,,"Bullx B505, Xeon E5649 6C 2.53GHz, Infiniband QDR, NVIDIA 2090",Barcelona Supercomputing Center,Bull SA,Spain,2011,Academic,5544,4032,103200,182881.44,56.43,437760,0,81.5,1266.26,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,NVIDIA 2090,6,Xeon E56xx (Westmere-EP),Bullx B505,Bull Bullx,Infiniband,Infiniband QDR,Southern Europe,Europe
115,,"DeepComp 7000, HS21/x3950 Cluster, Xeon QC HT 3 GHz/2.93 GHz, Infiniband","Computer Network Information Center, Chinese Academy of Science",Lenovo,China,2008,Academic,12216,0,102800,145965,70.43,1600000,0,,,Cluster,Xeon E5450 4C 3.00GHz,Intel Core,3000,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",Lenovo DeepComp 7000,Lenovo Cluster,Infiniband,Infiniband,Eastern Asia,Asia
116,Hera,"Appro Xtreme-X3 Server - Quad Opteron Quad Core 2.3 GHz, Infiniband",Lawrence Livermore National Laboratory,Appro International,United States,2009,Research,13552,0,102200,127200,80.35,1651780,0,,,Cluster,Opteron Quad Core 4C 2.30GHz,AMD x86_64,2300,Redhat Linux,Linux,None,4,Opteron Quad Core,Appro XtremeServers,Appro XtremeServer,Infiniband,Infinband DDR 4x,North America,Americas
117,,"Power 775, POWER7 8C 3.84 GHz, Custom",ECMWF,IBM,United Kingdom,2011,Research,4096,0,102044,125698.05,81.18,0,0,250.74,406.97,MPP,POWER7 8C 3.83GHz,Power,3830,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,Northern Europe,Europe
118,T2K Open Supercomputer (Todai Combined Cluster),Hitachi opteron QC 2.3 GHz Myrinet 10G,"Information Technology Center, The University of Tokyo",Hitachi,Japan,2009,Academic,15104,0,101741,138956,73.22,1740800,0,831,122.43,Cluster,Opteron Quad Core 4C 2.30GHz,AMD x86_64,2300,Linux,Linux,None,4,Opteron Quad Core,Hitachi Cluster,Hitachi Cluster,Myrinet,Myrinet 10G,Eastern Asia,Asia
119,,"Cluster Platform 3000 BL2x220, E54xx 3.0 Ghz, Infiniband",Kurchatov Institute Moscow,Hewlett-Packard,Russia,2010,Research,10304,0,101213.2,123648,81.86,0,0,,,Cluster,Xeon E5450 4C 3.00GHz,Intel Core,3000,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infiniband,Eastern Europe,Europe
120,Edge,"Appro GreenBlade Cluster, Xeon X5660 6C 2.80 GHz, Infiniband QDR, NVIDIA 2050",Lawrence Livermore National Laboratory,Appro International,United States,2010,Research,8240,5768,100500,239866,41.9,1414656,0,,,Cluster,Xeon X5660 6C 2.80GHz,Intel Nehalem,2800,Linux,Linux,NVIDIA 2050,6,Xeon X56xx (Westmere-EP),Appro GreenBlade Cluster,Appro Cluster,Infiniband,Infiniband QDR,North America,Americas
121,SKIF Aurora,"SKIF Aurora Platform - Intel Xeon X5680, Infiniband QDR",South Ural State University,RSC SKIF,Russia,2011,Academic,8832,0,100400,117000,85.81,1042080,0,,,Cluster,Xeon X5680 6C 3.33GHz,Intel Nehalem,3330,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),SKIF Aurora Platform,NOW - Intel,Infiniband,Infiniband QDR,Eastern Europe,Europe
122,VIP,"Power 575, p6 4.7 GHz, Infiniband",Max-Planck-Gesellschaft MPI/IPP,IBM,Germany,2009,Research,6848,0,98423,128742.4,76.45,0,0,1095,89.88,MPP,POWER6 2C 4.70GHz,Power,4700,AIX,Unix,None,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,Western Europe,Europe
123,,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE",Internet Service,IBM,China,2011,Industry,17344,0,97959,175521.28,55.81,0,0,526.1,186.2,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),xSeries x3650M2 Cluster Xeon QC,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
124,,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE",Internet Service,IBM,China,2011,Industry,17344,0,97959,175521.28,55.81,0,0,526.1,186.2,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),xSeries x3650M2 Cluster Xeon QC,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
125,,"RIKEN Intergrated Cluster of Clusters, Xeon X5570 2.93GHz, Infiniband DDR",Institute of Physical and Chemical Res. (RIKEN),Fujitsu,Japan,2009,Research,9048,0,97940,106042,92.36,1287936,0,,,Cluster,Xeon X5570 4C 2.93GHz,Intel EM64T,2930,RedHat Enterprise 5,Linux,None,4,Xeon X55xx (Nehalem-EP),Fujitsu RX200S5 Cluster,Fujitsu Cluster,Infiniband,Infiniband DDR,Eastern Asia,Asia
126,,"Cluster Platform 3000 BL2x220, L56xx 2.26 Ghz, Infiniband",Government,Hewlett-Packard,Sweden,2011,Government,17280,0,97500,156211.2,62.42,1700000,0,,,Cluster,Xeon L5640 6C 2.26GHz,Intel EM64T,2260,Linux,Linux,None,6,Xeon L56xx (Westmere-EP),Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infiniband,Northern Europe,Europe
127,Chinook,"Cluster Platform 4000 DL185G5, Opteron QC 2.2 GHz, Infiniband DDR",DOE/SC/Pacific Northwest National Laboratory,Hewlett-Packard,United States,2008,Research,18176,0,97071,159948.8,60.69,488000,0,,,Cluster,Opteron Quad Core 4C 2.20GHz,AMD x86_64,2200,Linux,Linux,None,4,Opteron Quad Core,HP Cluster Platform 4000 DL185 G5 Cluster,HP Cluster Platform 4000,Infiniband,Infiniband DDR,North America,Americas
128,Palmetto,"PE1950/SF X2200/iDPx/IBM dx340/HP DL165 Intel 53xx/54xx 2.33, Opteron 2.3, E5410 2.33GHz Myrinet 10G",Clemson University,Dell/Sun/IBM,United States,2011,Academic,13616,0,96920,123633,78.39,1489400,0,,,Cluster,Xeon E5410 4C 2.33GHz,Intel Core,2333,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",PowerEdge 1950/SunFire X2200/iDataPlex Cluster,Dell/Sun/IBM Cluster,Myrinet,Myrinet 10G,North America,Americas
129,,"xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet",Government,IBM,United States,2011,Government,17160,0,96697,201115.2,48.08,0,0,546.26,177.02,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
130,,Cray XT5 QC 2.4 GHz,Naval Oceanographic Office - NAVO DSRC,Cray Inc.,United States,2011,Research,12720,0,96550,122112,79.07,1652536,0,,,MPP,Opteron Quad Core 4C 2.40GHz,AMD x86_64,2400,CNL,Linux,None,4,Opteron Quad Core,Cray XT5 QuadCore,Cray XT,Proprietary Network,XT4 Internal Interconnect,North America,Americas
131,Frontier2 BG/L,Blue Gene/P Solution,EDF R&D,IBM,France,2008,Industry,32768,0,95450,111411,85.67,0,0,252,378.77,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,Western Europe,Europe
132,,"Cluster Platform 3000 BL2x220, E54xx 3.0 Ghz, Infiniband",IT Service Provider,Hewlett-Packard,Germany,2009,Industry,10240,0,94737.1,122880,77.1,0,0,,,Cluster,Xeon E5450 4C 3.00GHz,Intel Core,3000,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infiniband,Western Europe,Europe
